0.078,-0.007,0.931,
0.077,-0.021,0.938,
0.077,-0.013,0.924,
0.082,-0.023,0.907,
0.107,-0.071,0.749,
0.123,-0.053,0.834,
0.083,-0.054,0.990,
0.023,-0.091,1.191,
-0.061,-0.073,1.612,
0.042,0.026,1.071,
0.071,-0.010,0.848,
0.092,-0.112,0.915,
0.066,0.005,0.991,
0.053,-0.035,0.972,
0.063,-0.071,1.02
0.028,0.078,1.003,
-0.024,0.083,0.967,
-0.021,0.106,0.976,
0.022,0.075,1.008,
0.033,0.087,0.973,
0.041,0.092,1.011,
0.017,0.092,1.020,
-0.007,0.085,0.965,
0.010,0.067,1.008,
0.008,0.088,0.979,
0.007,0.073,0.997,
-0.006,0.085,1.005,
0.001,0.072,0.987,
0.011,0.064,0.980,
0.010,0.063,0.977,
0.002,0.069,0.997,
-0.011,0.068,0.990,
-0.024,0.095,0.967,
-0.004,0.117,0.974,
-0.018,0.119,1.025,
0.000,0.084,1.038,
0.035,0.080,1.001,
0.038,0.029,0.979,
0.041,0.00⸮0.025,0.048,0.994,
0.028,0.051,0.984,
0.030,0.049,0.989,
0.025,0.051,0.986,
0.021,0.068,0.979,
0.013,0.069,0.999,
0.011,0.065,0.988,
0.019,0.072,0.983,
0.014,0.072,1.009,
0.011,0.079,0.998,
0.011,0.071,0.978,
0.008,0.066,0.996,
0.013,0.058,0.987,
0.015,0.072,0.992,
0.014,0.066,1.002,
0.014,0.067,0.993,
0.025,0.057,0.988,
0.026,0.054,0.971,
0.039,0.055,0.981,
0.058,0.061,0.998,
0.061,0.035,0.989,
0.016,0.031,1.030,
-0.009,-0.030,1.126,
-0.027,-0.053,1.195,
-0.005,-0.022,1.182,
0.131,-0.239,1.006,
0.036,-0.104,1.000,
-0.010,-0.095,0.999,
-0.052,-0.029,1.039,
-0.137,-0.122,1.063,
-0.190,-0.229,1.143,
-0.140,-0.361,1.188,
-0.067,-0.459,1.098,
0.031,-0.347,0.849,
0.047,-0.313,0.630,
0.282,-0.356,0.443,
0.362,0.109,0.517,
0.355,0.755,0.780,
0.473,1.177,0.722,
0.586,1.194,0.829,
0.434,1.159,1.246,
0.044,1.078,1.518,
-0.136,0.783,1.461,
-0.271,0.661,1.135,
-0.139,0.529,0.808,
-0.081,0.400,0.750,
-0.017,0.263,0.775,
-0.030,0.167,0.738,
-0.034,0.201,0.646,
-0.028,0.285,0.721,
-0.041,0.228,0.847,
-0.032,0.140,0.980,
-0.043,0.121,1.122,
-0.087,0.053,1.120,
-0.050,0.105,1.125,
0.026,0.093,0.986,
0.104,-0.111,0.831,
0.056,-0.166,0.733,
-0.063,0.025,0.885,
-0.022,-0.014,1.059,
0.089,-0.171,1.080,
0.088,-0.284,1.013,
0.063,-0.129,0.893,
0.005,-0.149,0.973,
0.110,-0.063,1.050,
0.087,-0.060,1.103,
-0.009,0.033,1.136,
0.022,-0.040,1.098,
0.083,-0.193,1.044,
0.082,-0.385,0.964,
0.022,-0.481,0.970,
-0.091,-0.770,1.169,
-0.178,-1.185,1.153,
-0.202,-1.582,0.948,
-0.010,-1.405,0.867,
0.107,-0.385,0.903,
0.352,0.898,1.111,
0.513,1.925,1.190,
-0.057,1.528,1.442,
-0.076,1.456,1.375,
0.041,1.069,1.109,
0.076,0.869,1.220,
-0.037,0.591,1.077,
0.007,0.460,0.779,
0.085,0.321,0.584,
0.136,0.171,0.527,
0.174,0.098,0.543,
0.022,0.115,0.538,
-0.073,0.154,0.574,
-0.087,0.259,0.876,
0.023,0.230,1.106,
0.064,-0.012,0.980,
0.009,0.023,0.806,
-0.033,0.189,0.932,
0.057,0.204,1.033,
